date,close,open,high,low,volume,ticker,nearest_contract
2021-03-15,246.51999999999998,246.8,248.6,245.38,4488.0,J_2021,J_2021
2021-03-16,243.76,245.0,245.4,243.4,3170.0,J_2021,J_2021
2021-03-17,245.12,244.7,247.7,243.8,2648.0,J_2021,J_2021
2021-03-18,246.2,247.3,248.6,245.0,3888.0,J_2021,J_2021
2021-03-19,243.98000000000002,243.5,245.0,243.5,3956.0,J_2021,J_2021
2021-03-22,246.76,243.4,247.7,243.4,2676.0,J_2021,J_2021
2021-03-23,246.36,246.0,247.9,245.24,3112.0,J_2021,J_2021
2021-03-24,246.4,248.0,248.0,246.4,2240.0,J_2021,J_2021
2021-03-25,245.9,247.5,248.7,245.8,1690.0,J_2021,J_2021
2021-03-26,249.06,247.1,249.2,247.0,3130.0,J_2021,J_2021
2021-03-29,246.88,247.4,248.0,245.8,2690.0,J_2021,J_2021
2021-03-30,246.92000000000002,246.0,247.5,245.5,3892.0,J_2021,J_2021
2021-03-31,247.2,246.3,247.0,245.0,2078.0,J_2021,J_2021
2021-04-01,247.7,246.7,248.12,246.7,1322.0,K_2021,K_2021
2021-04-06,249.72,249.5,250.0,248.57999999999998,3676.0,K_2021,K_2021
2021-04-07,249.3,249.7,249.9,248.0,2370.0,K_2021,K_2021
2021-04-08,248.54000000000002,247.6,249.5,247.6,3510.0,K_2021,K_2021
2021-04-09,249.56,248.4,249.72,248.4,2630.0,K_2021,K_2021
2021-04-12,252.84,251.2,254.0,250.6,2320.0,K_2021,K_2021
2021-04-13,253.44,252.9,253.6,252.3,3662.0,K_2021,K_2021
2021-04-14,252.84,252.9,253.4,252.7,2160.0,K_2021,K_2021
2021-04-15,255.78,254.0,256.7,253.8,2866.0,K_2021,K_2021
