2016/09/20 19:45:36.163	./GAPED/N/N034.png
2016/09/20 19:45:48.203	./GAPED/N/N024.png
2016/09/20 19:46:00.249	./GAPED/N/N010.png
2016/09/20 19:46:12.307	./GAPED/N/N001.png
2016/09/20 19:46:24.349	./GAPED/N/N009.png
2016/09/20 19:46:36.379	./GAPED/N/N027.png
2016/09/20 19:46:48.410	./GAPED/N/N067.png
2016/09/20 19:47:00.442	./GAPED/N/N096.png
2016/09/20 19:47:12.471	./GAPED/N/N030.png
2016/09/20 19:47:24.502	./GAPED/N/N015.png
2016/09/20 19:47:36.556	./GAPED/N/N011.png
2016/09/20 19:47:48.616	./GAPED/N/N026.png
2016/09/20 19:48:00.661	./GAPED/N/N017.png
2016/09/20 19:48:12.692	./GAPED/N/N028.png
2016/09/20 19:48:24.721	./GAPED/N/N094.png
2016/09/20 19:48:36.759	./GAPED/N/N013.png
2016/09/20 19:48:48.845	./GAPED/N/N022.png
2016/09/20 19:49:00.879	./GAPED/N/N108.png
2016/09/20 19:49:12.912	./GAPED/N/N019.png
2016/09/20 19:49:24.957	./GAPED/N/N033.png
