2016/09/20 19:40:11.443	./GAPED/P/P060.png
2016/09/20 19:40:23.489	./GAPED/P/P088.png
2016/09/20 19:40:35.521	./GAPED/P/P071.png
2016/09/20 19:40:47.553	./GAPED/P/P070.png
2016/09/20 19:40:59.597	./GAPED/P/P084.png
2016/09/20 19:41:11.628	./GAPED/P/P064.png
2016/09/20 19:41:23.691	./GAPED/P/P072.png
2016/09/20 19:41:35.733	./GAPED/P/P110.png
2016/09/20 19:41:47.763	./GAPED/P/P109.png
2016/09/20 19:41:59.801	./GAPED/P/P061.png
2016/09/20 19:42:11.833	./GAPED/P/P087.png
2016/09/20 19:42:23.863	./GAPED/P/P047.png
2016/09/20 19:42:35.896	./GAPED/P/P053.png
2016/09/20 19:42:47.934	./GAPED/P/P108.png
2016/09/20 19:42:59.971	./GAPED/P/P065.png
2016/09/20 19:43:12.032	./GAPED/P/P091.png
2016/09/20 19:43:24.067	./GAPED/P/P063.png
2016/09/20 19:43:36.099	./GAPED/P/P062.png
2016/09/20 19:43:48.129	./GAPED/P/P067.png
2016/09/20 19:44:00.159	./GAPED/P/P046.png
